_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3161274,323494242,23164995,11,2023-10-17T14:00:00,"30 Block Schubert St Pittsburgh, PA 15212",N,Spring Garden,1,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2412,1,1,-79.98737311193432,40.471486645393966
3161275,323497545,23165005,6,2023-10-17T14:00:00,"600 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",2304,1,1,-79.99897807207657,40.4539777944947
3161276,323502472,23165057,6,2023-10-16T23:59:00,"6900 Block Bennett St Pittsburgh, PA 15208",N,Homewood West,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1207,,,,
3161277,323509855,23094150,99,2023-10-17T17:05:00,"East Ohio St & Nash St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2715,1,1,-79.99823159790749,40.45389459365243
3161278,323509949,23165132,27,2023-10-17T18:15:00,"35th St & Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.96632302009375,40.463971386659026
3161279,323516957,23165242,6,2023-10-10T18:30:00,"100 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.98347362648163,40.427952761116806
3161280,323556197,23165442,99,2023-10-18T10:28:00,"1200 Block Liverpool St Pittsburgh, PA 15233",Y,Manchester,1,AIDED CASE,9497 Aided Case,2107,6,1,-80.02278714595992,40.45569952501382
3161281,323565511,23165501,10,2023-10-18T12:30:00,"1400 Block Tyndall St Pittsburgh, PA 15204",N,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2022,2,5,-80.06267416716982,40.450644500224406
3161282,324803733,23176352,6,2023-11-06T09:30:00,"700 Block Casino Dr Pittsburgh, PA 15233",Y,Chateau,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3503 Criminal Trespass,2108,,,,
3161283,324804500,23176382,0,2023-11-06T11:40:00,"400 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9997 Overdose Death,1919,,,,
3161284,324806562,23176451,0,2023-11-06T13:55:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,99,9994 PFA Service,2509,6,1,-80.00698339373714,40.46031055249301
3161285,324811139,23176456,0,2023-11-06T14:05:00,"500 Block Grandview Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): Aggressive illegal parker,1903,2,5,-80.01191039931084,40.43490921566659
3161286,324812440,23169033,24,2023-10-24T18:29:00,"1200 Block Strahley Pl Pittsburgh, PA 15220",Y,Elliott,6,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety. / 4906 False Reports to Law Enforcement Authorities.,2020,2,5,-80.0425333223607,40.4462660730172
3161287,324822008,23176580,29,2023-11-06T17:26:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01341221881468,40.45730166440583
3161288,324836843,23176629,6,2023-11-02T16:00:00,"70 Block 33rd St Pittsburgh, PA 15201",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.97143372531536,40.46334772857226
3161289,324839513,23176684,99,2023-11-06T20:21:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.89280139717684,40.449654633119316
3161290,323726397,23166978,0,2023-10-20T22:25:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,99,9994 PFA Service,1918,4,5,-80.01918980614472,40.39287943759868
3161291,323726745,23166977,99,2023-10-20T23:09:00,"4400 Block Penn Ave Pittsburgh, PA 15224",N,Central Lawrenceville,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),902,7,2,-79.95327191173223,40.465971421606106
3161292,323727477,23166993,15,2023-10-20T23:07:00,"7300 Block Tioga St Pittsburgh, PA 15208",Y,Homewood South,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 8106 Shots Fired,1303,9,2,-79.89601866630254,40.453474019835525
3161293,323731362,23167126,10,2023-10-21T04:09:00,"400 Block Grandview Ave Pittsburgh, PA 15211",Y,Mount Washington,3,TERRORISTIC THREATS,5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law ,1903,2,5,-80.01123446765746,40.43427334616055
3161294,323737855,23167193,6,2023-10-21T09:28:00,"200 Block Bausman St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 9012 Non-Violent Domestic,3001,3,5,-79.99055391714263,40.414364342625845
3161295,323750366,23167404,10,2023-10-21T16:43:00,"Woodland Ave & Mullins St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.03147499092296,40.468824500804104
3161296,323135762,23161820,27,2023-10-11T08:00:00,"700 Block Omaha St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.014872820333,40.43045429600816
3161297,323142159,23161921,14,2023-10-11T22:00:00,"3300 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,603,7,6,-79.96766222983891,40.461287342196016
3161298,323167249,23163043,27,2023-10-12T07:21:00,"4700 Block 5th Ave Pittsburgh, PA 15213",N,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1401,8,3,-79.94674828166777,40.446870777344
3161299,323208939,23162438,6,2023-10-12T15:00:00,"800 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny West,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2201,1,1,-80.01345607363389,40.45060420728729
3161300,324315305,23172519,0,2023-10-30T09:46:00,"1300 Block Page St Pittsburgh, PA 15233",N,Bluff,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,103,6,1,-80.02389739809522,40.4516061676143
3161301,324351245,23006269,3,2023-10-30T16:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,1609,6,6,-79.99688178462712,40.43480407292362
3161302,324355525,23172687,29,2023-10-29T14:00:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1306,,,,
3161303,324356533,23172700,99,2023-10-30T15:45:00,"900 Block James St Pittsburgh, PA 15212",N,East Allegheny,1,FOUND PROPERTY,9489 Found Property,2304,,,-79.87761740466495,40.447187435212506
3161304,-3583011486,23172777,99,2023-10-30T19:35:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,305,6,3,-79.98071304946473,40.43908195743537
3161305,324380899,23167568,4,2023-10-21T22:27:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Troy Hill,1,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(31) Marijuana: Possession Small Amount / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,2406,6,6,-79.99688178462712,40.43480407292362
3161306,322832380,23160071,10,2023-10-08T11:19:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,201,6,6,-79.99740883167522,40.441533222252524
3161307,322834167,23160106,6,2023-10-08T12:48:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.00029037044739,40.440526190504364
3161308,322837820,23160132,6,2023-10-08T13:57:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,3,-79.97643264287119,40.43034081399975
3161309,322838329,23160150,29,2023-10-08T15:10:00,"7900 Block Madiera St Pittsburgh, PA 15221",N,Homewood South,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,1304,9,2,-79.88770163297673,40.44844473465808
3161310,322839671,23160184,15,2023-10-08T16:41:00,"Bennett St & Collier St Pittsburgh, PA 15208",Y,Homewood South,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1303,9,2,-79.89226853946305,40.45547091783259
3161311,323971860,23169137,14,2023-10-24T17:55:00,"100 Block Burrows St Pittsburgh, PA 15213",N,West Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,402,,,,
3161312,323980645,23169276,6,2023-10-24T20:30:00,"Colwell St & Miller St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,305,6,3,-79.98206923376618,40.43911829579932
3161313,323981842,23169270,6,2023-10-24T20:30:00,"Colwell St & Miller St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,305,6,3,-79.98206923376618,40.43911829579932
3161314,323992672,23169320,0,2023-10-25T01:06:00,"200 Block Ross St Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9967755020354,40.43674409170933
3161315,324012558,23169451,5,2023-10-25T00:00:00,"1300 Block Itin St Pittsburgh, PA 15212",N,Spring Hill-City View,1,BURGLARY,3502 Burglary.,2620,1,1,-79.99085388165308,40.46248040873555
3161316,324027633,23169564,0,2023-10-25T12:45:00,"900 Block Lessing St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9994 PFA Service,2814,2,5,-80.04741666445658,40.44558687615424
3161317,324042837,23169633,0,2023-10-25T15:10:00,"200 Block Radcliffe St Pittsburgh, PA 15204",N,Esplen,6,99,9994 PFA Service,2017,2,5,-80.05543929851835,40.46282663305655
3161318,324046579,23168745,24,2023-10-25T02:29:00,"3200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1609,2,5,-80.0503523914372,40.46151075224005
3161319,323568222,23165551,0,2023-10-18T12:45:00,"300 Block Enright Ct Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,9,2,-79.91684040656841,40.460887149155745
3161320,323585971,23165743,99,2023-10-18T19:30:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2503,6,1,-80.01656850562077,40.45687440924445
3161321,323589214,23165776,29,2023-10-18T21:20:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",Y,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1302,9,2,-79.89440108300467,40.46119407835219
3161322,323593306,23165824,14,2023-10-18T22:16:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief. / 3503 Criminal Trespass,501,6,3,-79.97998240539275,40.44358891030736
3161323,323602511,23165941,6,2023-10-19T06:00:00,"29th St & Liberty Ave Pittsburgh, PA 15201",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.97353526936847,40.45728195246323
3161324,323608877,23165940,0,2023-10-19T07:25:00,"3500 Block Centralia St Pittsburgh, PA 15204",N,Chartiers City,6,99,9999 9999 - (Misc. Incident): ,2021,,,,
3161325,323648343,23166173,0,2023-10-19T14:30:00,"4000 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,99,9994 PFA Service,2602,1,1,-80.01990227188199,40.49113505642091
3161326,323652955,23166171,0,2023-10-19T14:30:00,"1800 Block Letsche St Pittsburgh, PA 15214",N,Fineview,1,99,9994 PFA Service,2509,,,,
3161327,324752802,23176135,26,2023-11-05T20:40:00,"Penn Ave & 10th St Pittsburgh, PA 15222",N,Central Business District,2,FAILURE TO PREVENT CATASTROPHE,"3303 Overtaking Vehicle on the Left. / 4523 Exhaust Systems, Mufflers and Noise Control. / 3733 Fleeing or Attempting to Elude Police Officer / 3112 Traffic-Control Signals.",201,6,6,-79.99561240940719,40.4444643657088
3161328,324844308,23176784,0,2023-11-07T02:07:00,"400 Block Blvd Of The Allies Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): cardiac arrest,201,,,,
3161329,324845335,23176771,3,2023-11-07T01:17:00,"200 Block S Highland Ave Pittsburgh, PA 15206",Y,Shadyside,4,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 3925 Receiving Stolen Property. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1501 Drivers Required to be Licensed. / 3736 Reckless Driving,708,8,2,-79.92529613194029,40.45875585891225
3161330,324853385,23174265,26,2023-11-02T12:07:00,"400 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,706,8,2,-79.92547142615959,40.45379211230231
3161331,324859364,23176862,6,2023-11-07T05:30:00,"300 Block Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96327758727959,40.43494756887175
3161332,324862006,23176885,99,2023-11-07T09:05:00,"800 Block Ridge Ave Pittsburgh, PA 15212",Y,Allegheny West,1,FOUND PROPERTY,9489 Found Property,2201,1,1,-80.01345607363389,40.45060420728729
3161333,324864201,23176878,13,2023-11-07T10:05:00,"1900 Block Lincoln Hwy North Versailles, PA 15137",N,Outside City,OSC,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.77947575696611,40.36752381694548
3161334,324879312,23176867,99,2023-11-07T08:23:00,"400 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,3,-79.98126740311658,40.40381418544208
3161335,324889505,23176968,0,2023-11-07T12:17:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,99,9993 PFA Service with Weapons Supplement,511,,,,
3161336,324902700,23176985,0,2023-11-07T13:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9993 PFA Service with Weapons Supplement,103,6,6,-79.99459104985328,40.435334670473395
3161337,324910571,23177046,0,2023-11-07T14:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
3161338,323756913,23167505,6,2023-10-21T20:03:00,"200 Block Michigan St Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,1809,4,5,-80.00386235568084,40.41584385877332
3161339,323800521,23168098,10,2023-10-22T23:30:00,"1500 Block Oberlin St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1202,,,,
3161340,323856166,23167960,6,2023-10-22T21:35:00,"10th St & Fort Duquesne Blvd Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles.,201,6,6,-79.99651687616954,40.446450596586075
3161341,323874340,23167159,0,2023-10-21T07:53:00,"E Carson St & S 28th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): non-reportable accident  / 1786 Required Financial Responsibility. / 1785 Proof of Financial Responsibility Following Accident.,1609,3,3,-79.96576523402084,40.42626084383555
3161342,323874762,23168450,10,2023-10-23T15:31:00,"Grant St & Forbes Ave Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.99727035707652,40.43869804003809
3161343,323209606,23162367,0,2023-10-12T20:00:00,"Lincoln Ave & Deary St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,99,9994 PFA Service,1203,9,2,-79.90088481037223,40.46418258651568
3161344,323263533,23162737,14,2023-10-13T10:00:00,"6800 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,CRIM MISCHIEF,3304 Criminal Mischief.,1405,9,2,-79.90833513853711,40.4546578651435
3161345,323265434,23162718,99,2023-10-13T10:27:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.89280139717684,40.449654633119316
3161346,323267905,23162772,11,2023-10-13T12:30:00,"800 Block Middle St Pittsburgh, PA 15212",N,East Allegheny,1,IDENTITY THEFT,4120 Identity Theft,2304,1,1,-79.99939091929502,40.454605330253585
3161347,323276444,23126241,18,2023-10-13T13:51:00,"Boyle St & Citron Way Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-80.00586762172497,40.456111087773905
3161348,323293966,23163187,99,2023-10-14T00:42:00,"200 Block S Negley Ave Pittsburgh, PA 15206",N,Friendship,5,AIDED CASE,9497 Aided Case,807,,,,
3161349,323294627,23163225,10,2023-10-14T01:49:00,"2600 Block W Carson St Pittsburgh, PA 15204",N,Esplen,6,SIMPLE ASSAULT,2701 Simple Assault.,2017,3,3,-79.96824218932913,40.42727897405583
3161350,323297355,23163266,99,2023-10-14T03:54:00,"Beltzhoover Ave & Orchard Pl Pittsburgh, PA 15210",Y,Beltzhoover,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1809,3,5,-79.99726742148091,40.4178966031673
3161351,323313552,23163529,10,2023-10-14T17:39:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1115,9,2,-79.92205139428822,40.46165532418406
3161352,323313995,23163517,10,2023-10-14T17:09:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1115,9,2,-79.92205139428822,40.46165532418406
3161353,323316004,23163592,99,2023-10-14T19:45:00,"Becks Run Rd & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1609,3,3,-79.95552669859072,40.41103254959408
3161354,324382867,23172956,14,2023-10-31T05:30:00,"5000 Block E Circuit Dr Pittsburgh, PA 15217",N,Squirrel Hill North,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1403,,,,
3161355,324394853,23173011,6,2023-10-31T09:39:00,"500 Block N Taylor Ave Pittsburgh, PA 15212",Y,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.01233900798712,40.45657467249231
3161356,324404901,23172515,0,2023-10-31T09:09:00,"300 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,99,"5532(a)(1) Neglect of Animals - Neglect of Animals, Sustenance/Water, Bodily Injury / 5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury / 633.09(a) Harboring a Nuisance; Any animal to create offensive odor, excessive noise or unsanitary condition / 633.02(a) Dog License Required; 3 Months or Older / 633.05 Rabies Vaccination / 5532(a)(3) Neglect of Animals - Neglect of Animals, Vet Care",2901,4,3,-79.99225172725593,40.39465476463145
3161357,324412013,23173093,0,2023-10-31T11:45:00,"2700 Block Kingwood St Pittsburgh, PA 15234",N,Overbrook,3,99,9994 PFA Service,3207,4,5,-80.00288917561154,40.37759775409286
3161358,324458566,23173410,26,2023-10-31T22:30:00,"1600 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,2814,2,5,-80.05172115698821,40.44745712596411
3161359,324459101,23173433,27,2023-10-31T23:41:00,"Beechwood Blvd & I-376 Ramp Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,1517,,,,
